#MJD GSC_ch1 GSC_ch1_e GSC_ch2 GSC_ch2_e GSC_ch3 GSC_ch3_e BAT_ch1 BAT_ch1_e	BAT_ch2 BAT_ch2_e BAT_ch3 BAT_ch3_e BAT_ch4 BAT_ch4_e HR HR_e
56753.5  0.013 0.006  0.011 0.005 -0.009 0.005 		 0.000317 0.000080  0.000079 0.000073 -0.000054 0.000057 -0.000018 0.000041 		  -0.004164   -0.004799
56754.5  0.017 0.012  0.002 0.009  0.009 0.012 		-0.000593 0.000129 -0.000443 0.000115  0.000065 0.000088  0.000067 0.000066 		   0.003898    0.006002
56755.5  0.006 0.006  0.014 0.005  0.005 0.006 		 0.000062 0.000076 -0.000072 0.000068  0.000016 0.000053 -0.000072 0.000037 		   0.002617    0.008696
56756.5  0.015 0.006  0.015 0.005  0.013 0.006 		 0.000096 0.000091  0.000076 0.000081 -0.000027 0.000062  0.000023 0.000044 		  -0.001863   -0.004301
56757.5  0.013 0.008  0.017 0.006 -0.005 0.007 		 0.000669 0.000164 -0.000024 0.000137  0.000030 0.000108  0.000012 0.000077 		   0.002208    0.008105
56758.5  0.016 0.011  0.030 0.009  0.013 0.010 		-0.000182 0.000091 -0.000019 0.000078  0.000010 0.000060  0.000040 0.000044 		   0.000618    0.003724
56759.5  0.008 0.009  0.020 0.009  0.014 0.010 		-0.000105 0.000110  0.000036 0.000098 -0.000034 0.000075 -0.000082 0.000056 		  -0.004006   -0.009977
56760.5  0.028 0.012  0.022 0.010  0.023 0.011 		-0.000132 0.000079 -0.000001 0.000068 -0.000164 0.000053  0.000045 0.000039 		  -0.005755   -0.003117
56761.5  0.043 0.009  0.030 0.007  0.010 0.008 		 0.000281 0.000071  0.000097 0.000059  0.000023 0.000046 -0.000050 0.000033 		   0.000528    0.001094
56762.5  0.048 0.010  0.009 0.007  0.037 0.010 		-0.000146 0.000134  0.000318 0.000123 -0.000111 0.000096  0.000119 0.000075 		  -0.002294   -0.002039
56763.5  0.060 0.010  0.039 0.008  0.005 0.009 		-0.000081 0.000083 -0.000109 0.000076  0.000028 0.000059 -0.000015 0.000043 		   0.000463    0.000985
56764.5  0.069 0.009  0.062 0.007  0.013 0.007 		 0.000046 0.000082  0.000069 0.000073 -0.000089 0.000057 -0.000018 0.000042 		  -0.001294   -0.000854
56765.5  0.071 0.011  0.043 0.008  0.032 0.009 		 0.000146 0.000176  0.000232 0.000161  0.000055 0.000133 -0.000150 0.000105 		   0.000778    0.001866
56766.5  0.036 0.012  0.039 0.009  0.025 0.011 		 0.000404 0.000439  0.000536 0.000365 -0.000287 0.000275  0.000313 0.000153 		  -0.007917   -0.007983
56767.5  0.056 0.019  0.017 0.012  0.013 0.014 		-0.000051 0.000135  0.000062 0.000113  0.000095 0.000086  0.000048 0.000062 		   0.001703    0.001651
56768.5  0.046 0.010  0.039 0.007 -0.002 0.008 		 0.000021 0.000172  0.000106 0.000154  0.000032 0.000121  0.000113 0.000083 		   0.000702    0.002652
56769.5  0.034 0.008  0.030 0.006  0.012 0.007 		-0.000058 0.000178 -0.000166 0.000155  0.000030 0.000121 -0.000048 0.000092 		   0.000861    0.003527
56770.5  0.034 0.008  0.030 0.006  0.016 0.007 		-0.000308 0.000206  0.000086 0.000192  0.000030 0.000155 -0.000062 0.000123 		   0.000864    0.004545
56771.5  0.027 0.007  0.024 0.006  0.013 0.007 		-0.000431 0.000161  0.000227 0.000138 -0.000123 0.000107  0.000099 0.000079 		  -0.004577   -0.004177
56772.5  0.052 0.007  0.041 0.005  0.019 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56773.5  0.040 0.007  0.047 0.005  0.009 0.006 		 0.000016 0.000130 -0.000135 0.000105  0.000047 0.000084 -0.000061 0.000055 		   0.001187    0.002115
56774.5  0.048 0.008  0.037 0.005  0.014 0.006 		-0.000292 0.000127  0.000146 0.000117 -0.000057 0.000092 -0.000014 0.000062 		  -0.001191   -0.001942
56775.5  0.041 0.007  0.034 0.006  0.019 0.006 		-0.000057 0.000120 -0.000077 0.000105  0.000031 0.000082 -0.000056 0.000054 		   0.000756    0.002015
56776.5  0.047 0.007  0.035 0.005  0.012 0.006 		-0.000196 0.000093 -0.000138 0.000080 -0.000013 0.000061 -0.000148 0.000045 		  -0.000274   -0.001303
56777.5  0.043 0.007  0.036 0.006  0.006 0.006 		-0.000385 0.000096  0.000174 0.000082  0.000165 0.000063  0.000012 0.000043 		   0.003888    0.001617
56778.5  0.029 0.007  0.026 0.005  0.007 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56779.5  0.032 0.007  0.027 0.006 -0.001 0.006 		 0.002614 0.000472  0.000542 0.000331  0.000144 0.000243  0.000005 0.000113 		   0.004565    0.007757
56780.5  0.029 0.007  0.023 0.006  0.012 0.007 		-0.000370 0.000647 -0.000058 0.000621 -0.000027 0.000488 -0.000085 0.000329 		  -0.000937   -0.016892
56781.5  0.025 0.007  0.009 0.006  0.009 0.007 		 0.000238 0.000282  0.000565 0.000269 -0.000360 0.000210 -0.000088 0.000139 		  -0.014229   -0.009151
56782.5  0.035 0.008  0.030 0.007  0.018 0.008 		 0.000378 0.000577 -0.000266 0.000492  0.000434 0.000378  0.000654 0.000208 		   0.012294    0.011097
56783.5  0.046 0.009  0.037 0.008  0.012 0.009 		-0.000057 0.000231  0.000699 0.000226  0.000166 0.000178  0.000053 0.000123 		   0.003641    0.003978
56784.5  0.055 0.012  0.033 0.009  0.009 0.011 		 0.000242 0.000067 -0.000088 0.000065  0.000029 0.000051  0.000074 0.000037 		   0.000526    0.000943
56785.5  0.015 0.014  0.022 0.011  0.028 0.015 		 0.000107 0.000128 -0.000135 0.000119 -0.000033 0.000093  0.000198 0.000064 		  -0.002223   -0.006690
56786.5  0.020 0.015  0.018 0.012 -0.002 0.016 		-0.000187 0.000139  0.000132 0.000129  0.000059 0.000098  0.000045 0.000068 		   0.002955    0.005403
56787.5  0.025 0.018  0.054 0.016  0.014 0.020 		-0.000161 0.000155  0.000069 0.000145 -0.000145 0.000112  0.000156 0.000074 		  -0.005754   -0.006117
56788.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000042 0.000106 -0.000067 0.000100  0.000188 0.000079 -0.000005 0.000058 		-100.000000    0.000000
56789.5  0.038 0.030  0.009 0.017  0.042 0.029 		-0.000162 0.000170 -0.000212 0.000163 -0.000072 0.000130 -0.000079 0.000090 		  -0.001875   -0.003685
56790.5  0.007 0.021  0.045 0.018  0.022 0.022 		 0.000129 0.000234 -0.000160 0.000228  0.000168 0.000178 -0.000128 0.000130 		   0.023677    0.073471
56791.5  0.038 0.017  0.025 0.013  0.023 0.017 		 0.000366 0.000129 -0.000112 0.000123 -0.000144 0.000099  0.000071 0.000073 		  -0.003843   -0.003156
56792.5  0.012 0.018  0.041 0.015  0.010 0.018 		-0.000466 0.000518  0.000413 0.000523 -0.000277 0.000399 -0.000285 0.000275 		  -0.023104   -0.047588
56793.5  0.009 0.012  0.040 0.011  0.010 0.012 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56794.5  0.020 0.013  0.018 0.010  0.016 0.011 		-0.000025 0.000119 -0.000199 0.000116 -0.000084 0.000092 -0.000040 0.000066 		  -0.004131   -0.005231
56795.5  0.039 0.012  0.010 0.007  0.017 0.010 		-0.000407 0.000197  0.000365 0.000192  0.000122 0.000156  0.000006 0.000110 		   0.003161    0.004156
56796.5  0.008 0.008  0.019 0.007  0.008 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56797.5  0.015 0.007  0.037 0.006  0.008 0.006 		 0.000197 0.000183 -0.000234 0.000182 -0.000267 0.000144 -0.000069 0.000104 		  -0.017689   -0.012597
56798.5  0.025 0.007  0.019 0.005  0.005 0.006 		-0.000912 0.000212  0.000083 0.000185 -0.000048 0.000144 -0.000043 0.000112 		  -0.001927   -0.005796
56799.5  0.034 0.007  0.027 0.005  0.019 0.006 		 0.000376 0.000077  0.000065 0.000069  0.000020 0.000055 -0.000048 0.000041 		   0.000569    0.001606
56800.5  0.036 0.007  0.031 0.005  0.013 0.005 		-0.000164 0.000078  0.000043 0.000070  0.000068 0.000056  0.000017 0.000040 		   0.001886    0.001578
56801.5  0.010 0.021  0.011 0.014  0.024 0.021 		-0.000024 0.000068  0.000207 0.000061  0.000070 0.000049  0.000001 0.000035 		   0.006759    0.014632
56802.5  0.036 0.007  0.027 0.005  0.007 0.005 		 0.000118 0.000075  0.000065 0.000067 -0.000035 0.000053  0.000034 0.000039 		  -0.000975   -0.001511
56803.5  0.044 0.008  0.029 0.005  0.011 0.005 		 0.000703 0.000094  0.000197 0.000081  0.000074 0.000064  0.000086 0.000047 		   0.001694    0.001486
56804.5  0.053 0.008  0.027 0.005 -0.001 0.005 		 0.000223 0.000107  0.000044 0.000095  0.000043 0.000074  0.000058 0.000056 		   0.000805    0.001403
56805.5  0.029 0.007  0.028 0.005  0.003 0.005 		-0.000328 0.000122 -0.000030 0.000104 -0.000033 0.000082  0.000029 0.000061 		  -0.001160   -0.002845
56806.5  0.039 0.007  0.030 0.005  0.008 0.005 		 0.000053 0.000079  0.000056 0.000071 -0.000006 0.000056  0.000058 0.000042 		  -0.000151   -0.001443
56807.5  0.034 0.007  0.032 0.005  0.012 0.005 		 0.000245 0.000089 -0.000007 0.000078  0.000011 0.000061  0.000005 0.000044 		   0.000314    0.001795
56808.5  0.046 0.007  0.028 0.005  0.011 0.005 		-0.000229 0.000110 -0.000082 0.000098  0.000147 0.000077  0.000161 0.000057 		   0.003168    0.001712
56809.5  0.063 0.008  0.032 0.005  0.015 0.006 		-0.000172 0.000209  0.000198 0.000201 -0.000288 0.000154 -0.000153 0.000110 		  -0.004559   -0.002516
56810.5  0.059 0.009  0.032 0.007  0.013 0.008 		 0.000467 0.000124  0.000072 0.000121  0.000019 0.000096 -0.000104 0.000069 		   0.000327    0.001618
56811.5  0.023 0.015  0.016 0.010  0.041 0.014 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56812.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000070 0.000158 -0.000066 0.000152  0.000015 0.000121  0.000211 0.000085 		-100.000000    0.000000
56813.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
56814.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000429 0.000160 -0.000340 0.000158 -0.000016 0.000123 -0.000174 0.000087 		-100.000000    0.000000
56815.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000242 0.001067 -0.001270 0.000933  0.000115 0.000721 -0.000511 0.000442 		-100.000000    0.000000
56816.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
56817.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
56818.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
56819.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001142 0.000525 -0.000096 0.000507 -0.000470 0.000404 -0.000943 0.000266 		-100.000000    0.000000
56820.5 -0.003 0.009  0.012 0.008  0.014 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56821.5  0.008 0.005  0.020 0.005  0.002 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56822.5  0.016 0.006  0.019 0.005  0.017 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56823.5  0.022 0.006  0.020 0.005  0.018 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56824.5  0.024 0.006  0.031 0.005  0.004 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56825.5  0.022 0.006  0.028 0.005  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56826.5  0.022 0.009  0.027 0.008 -0.007 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56827.5  0.033 0.008  0.023 0.006  0.008 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56828.5  0.010 0.005  0.007 0.004  0.007 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56829.5  0.024 0.006  0.008 0.005  0.013 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56830.5  0.005 0.006  0.009 0.004  0.003 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56831.5  0.021 0.006  0.016 0.005  0.003 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56832.5  0.022 0.007  0.013 0.005  0.001 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56833.5  0.035 0.008  0.011 0.006 -0.003 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56834.5  0.019 0.007  0.025 0.006  0.011 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56835.5  0.015 0.008  0.023 0.007  0.011 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56836.5  0.021 0.008  0.023 0.006  0.001 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56837.5  0.016 0.008  0.009 0.006  0.011 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56838.5  0.020 0.009  0.013 0.007  0.007 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56839.5  0.031 0.011  0.012 0.007  0.005 0.010 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56840.5  0.026 0.017  0.027 0.014  0.017 0.017 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56841.5  0.025 0.009  0.027 0.007  0.021 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56842.5  0.009 0.014  0.023 0.012  0.016 0.016 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56843.5  0.031 0.020  0.026 0.014  0.030 0.021 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56844.5  0.037 0.009  0.027 0.006  0.014 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56845.5  0.024 0.007  0.027 0.006  0.008 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56846.5  0.019 0.007  0.028 0.005  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56847.5  0.029 0.007  0.040 0.006  0.012 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56848.5  0.042 0.007  0.038 0.005  0.015 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56849.5  0.032 0.007  0.034 0.005  0.003 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56850.5  0.036 0.007  0.023 0.005  0.008 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56851.5  0.038 0.007  0.040 0.006  0.008 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56852.5  0.041 0.007  0.032 0.006  0.017 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56853.5  0.052 0.009  0.035 0.006  0.009 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56854.5  0.039 0.008  0.035 0.006  0.018 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56855.5  0.043 0.009  0.035 0.007  0.030 0.008 		-0.002122 0.001037  0.001709 0.000839  0.000351 0.000657 -0.000322 0.000392 		   0.008162    0.015385
56856.5  0.059 0.010  0.038 0.008  0.013 0.009 		-0.000386 0.000243 -0.000124 0.000213 -0.000003 0.000170  0.000104 0.000112 		  -0.000053   -0.002881
56857.5  0.056 0.013  0.041 0.011 -0.008 0.012 		-0.000222 0.000233  0.000335 0.000219  0.000214 0.000168  0.000085 0.000114 		   0.003794    0.003111
56858.5  0.051 0.017  0.044 0.012 -0.001 0.015 		-0.000066 0.000082  0.000040 0.000074  0.000013 0.000059  0.000021 0.000041 		   0.000247    0.001163
56859.5  0.038 0.018  0.028 0.016 -0.005 0.017 		-0.000611 0.000249 -0.000310 0.000237 -0.000312 0.000197  0.000008 0.000153 		  -0.008143   -0.006430
56860.5  0.071 0.033  0.082 0.029 -0.033 0.026 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56861.5  0.013 0.020  0.041 0.023 -0.018 0.019 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56862.5  0.056 0.019  0.053 0.014  0.022 0.015 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56863.5  0.028 0.016  0.051 0.015  0.001 0.014 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56864.5  0.031 0.009  0.036 0.007  0.015 0.009 		 0.000222 0.000357 -0.000240 0.000328 -0.000075 0.000246  0.000231 0.000154 		  -0.002425   -0.007955
56865.5  0.035 0.008  0.020 0.006  0.021 0.008 		-0.000077 0.000068  0.000055 0.000060  0.000004 0.000048  0.000092 0.000034 		   0.000120    0.001352
56866.5  0.028 0.013  0.040 0.013  0.031 0.014 		-0.000147 0.000054 -0.000129 0.000047 -0.000089 0.000038  0.000012 0.000027 		  -0.003130   -0.001945
56867.5  0.025 0.015  0.019 0.010 -0.003 0.012 		-0.000119 0.000055  0.000054 0.000048 -0.000002 0.000038 -0.000020 0.000027 		  -0.000065   -0.001493
56868.5  0.006 0.011  0.030 0.010  0.028 0.012 		 0.000666 0.000401  0.000281 0.000315  0.000430 0.000254 -0.000026 0.000173 		   0.069883    0.134373
56869.5  0.036 0.011  0.021 0.008  0.025 0.010 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
56870.5  0.033 0.014  0.010 0.009  0.011 0.012 		-0.000087 0.000081 -0.000089 0.000070  0.000021 0.000057  0.000021 0.000041 		   0.000616    0.001720
56871.5  0.051 0.009  0.029 0.006  0.006 0.007 		-0.000091 0.000101  0.000036 0.000092 -0.000074 0.000073  0.000060 0.000051 		  -0.001459   -0.001447
56872.5  0.021 0.007  0.014 0.006  0.008 0.007 		-0.000076 0.000065  0.000027 0.000060  0.000016 0.000047  0.000058 0.000032 		   0.000781    0.002274
56873.5  0.032 0.007  0.025 0.006  0.006 0.007 		-0.000038 0.000075  0.000073 0.000067 -0.000028 0.000053  0.000001 0.000036 		  -0.000888   -0.001697
